ID,sentence,label
108,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0
2693,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
1364,Server did a great job handling our large rowdy table.,1
1991,Spend your money and time some place else.,0
383,After trying many many handsfree gadgets this is the one that finally works well.,1
2521,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0
1024,So they performed.,1
499,WELL IM SATISFIED.,1
2464,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1
17,So Far So Good!.,1
1431,We loved the biscuits!!!,1
684,Chinese Forgeries Abound!.,0
1656,Hands down my favorite Italian restaurant!,1
1562,A good time!,1
1564,Generous portions and great taste.,1
2660,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
1569,I consider this theft.,0
2474,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1
2409,It's just painful!  ,0
1728,The Han Nan Chicken was also very tasty.,1
2255,Not even good for camp value!  ,0
1699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
1528,This was my first time and I can't wait until the next.,1
2129,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1
982,don't waste your money.,0
1951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
1221,The service was a bit lacking.,0
1764,"I'm so happy to be here!!!""",1
1467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
42,Nice headset priced right.,1
1500,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
2679,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
2746,Exceptionally bad!  ,0
2585,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1
925,Motorola finally got the voice quality of a bluetooth headset right.,1
1547,"not even a ""hello, we will be right with you.""",0
2098,"Yeah, the movie pretty much sucked.  ",0
2065,I liked this movie way too much.  ,1
1047,"The burger is good beef, cooked just right.",1
1749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
1330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
2567,"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1
1059,"The ripped banana was not only ripped, but petrified and tasteless.",0
163,Works like a charm; it work the same as the one I got with the phone.,1
559,"None of it works, just don't buy it.",0
1772,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
486,Its not user friendly.,0
510,This frog phone charm is adorable and very eye catching.,1
1796,"The chips and salsa were really good, the salsa was very fresh.",1
879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
2039,I don't think you will be disappointed.  ,1
2276,"I was very uneasy with how bad this movie was, but not scared at all.  ",0
466,No buyers remorse on this one!.,0
2207,I rather enjoyed it.  ,1
364,It definitely was not as good as my S11.,1
1335,Great service and food.,1
1758,The jalapeno bacon is soooo good.,1
1778,My girlfriend's veal was very bad.,0
800,"Good , works fine.",1
156,"Nice quality build, unlike some cheap s*** out there.",1
796,"Five star Plus, plus.",1
758,The sound quality is excellent as well.,1
2203,"For people who are first timers in film making, I think they did an excellent job!!  ",1
1143,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0
1157,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1
2266,The death row scenes were entirely unmoving.  ,0
2566,This movie is also revealing.  ,1
1939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
1709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
1419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
668,Much less than the jawbone I was going to replace it with.,1
964,It's pretty easy.,1
1363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
993,disappointed.,0
1704,The cashier was friendly and even brought the food out to me.,1
1103,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
2571,"It's a fresh, subtle, and rather sublime effect.  ",1
106,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0
2301,Later I found myself lost in the power of the film.  ,1
1378,RUDE & INCONSIDERATE MANAGEMENT.,0
1324,Favorite place in town for shawarrrrrrma!!!!!!,1
1988,It really is impressive that the place hasn't closed down.,0
1740,The restaurant is very clean and has a family restaurant feel to it.,1
878,Does not work for listening to music with the cingular 8125.,0
1973,The food wasn't good.,0
1741,It was way over fried.,0
1466,I don't think I'll be running back to Carly's anytime soon for food.,0
2528,It will drive you barking mad!  ,0
373,The worst phone I've ever had.... Only had it for a few months.,0
1270,The Veggitarian platter is out of this world!,1
1946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
166,Doesn't work at all.. I bougth it for my L7c and its not working.,0
2356,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0
1593,"It was extremely ""crumby"" and pretty tasteless.",0
1429,These are the nicest restaurant owners I've ever come across.,1
1858,I probably won't be coming back here.,0
151,"Audio Quality is poor, very poor.",0
1860,"This place is pretty good, nice little vibe in the restaurant.",1
1969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
2726,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1
1846,I would not recommend this place.,0
2371,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1
72,Great choice!,1
399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
685,Easy to pair with my Samsung Cell.,1
867,"Nice case, feels good in your hands.",1
2278,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
